Amount,TransactionType,Location,Hour,Device,IsFraud
24819.87,Merchant Payment,Bangalore,15,iOS,0
33034.43,Bill Payment,Delhi,6,iOS,0
11739.25,Merchant Payment,Chennai,17,iOS,0
13810.39,Bill Payment,Delhi,11,Android,0
15212.17,Merchant Payment,Bangalore,4,iOS,1
18376.55,Merchant Payment,Hyderabad,13,iOS,0
41089.03,Send Money,Bangalore,17,Android,0
6831.51,Merchant Payment,Kolkata,0,Android,0
19389.84,Merchant Payment,Mumbai,12,iOS,0
40178.62,Bill Payment,Hyderabad,5,Android,0
46731.55,Merchant Payment,Hyderabad,23,Android,0
47426.31,Merchant Payment,Delhi,4,iOS,0
4292.3,Send Money,Delhi,15,iOS,0
15310.07,Bill Payment,Delhi,13,Android,0
39158.06,Merchant Payment,Bangalore,22,iOS,0
33780.88,Send Money,Kolkata,23,Android,0
24596.83,Merchant Payment,Bangalore,20,Android,0
42007.73,Send Money,Delhi,21,Android,0
145.45,Merchant Payment,Kolkata,5,Android,0
2576.75,Send Money,Bangalore,9,Android,0
16254.96,Bill Payment,Kolkata,10,iOS,0
22865.26,Bill Payment,Hyderabad,22,Android,0
3394.72,Merchant Payment,Chennai,2,Android,0
12749.53,Merchant Payment,Hyderabad,16,iOS,0
49654.07,Merchant Payment,Bangalore,7,iOS,0
13339.44,Bill Payment,Chennai,19,Android,0
39603.23,Send Money,Mumbai,10,iOS,1
33826.05,Send Money,Bangalore,12,iOS,0
9369.96,Merchant Payment,Chennai,1,iOS,0
17019.54,Send Money,Chennai,9,iOS,0
40072.89,Merchant Payment,Bangalore,4,Android,0
12301.17,Bill Payment,Hyderabad,17,Android,0
16961.29,Merchant Payment,Chennai,16,Android,0
41074.53,Send Money,Delhi,11,iOS,0
6251.99,Bill Payment,Mumbai,5,iOS,0
49887.38,Bill Payment,Hyderabad,21,Android,0
21284.49,Send Money,Kolkata,14,iOS,0
25640.13,Merchant Payment,Mumbai,18,Android,0
12020.09,Bill Payment,Kolkata,19,iOS,0
13053.83,Merchant Payment,Bangalore,5,Android,0
17981.11,Bill Payment,Kolkata,23,iOS,0
30164.16,Send Money,Delhi,22,Android,0
27290.5,Send Money,Kolkata,5,Android,1
4972.02,Bill Payment,Kolkata,12,iOS,0
13284.94,Send Money,Kolkata,1,Android,0
16900.22,Send Money,Chennai,21,Android,0
1699.17,Bill Payment,Delhi,6,Android,0
27309.87,Send Money,Chennai,0,iOS,0
7447.33,Merchant Payment,Chennai,10,Android,0
33776.9,Send Money,Chennai,4,iOS,0
37285.28,Bill Payment,Delhi,6,Android,1
18831.93,Bill Payment,Chennai,17,Android,0
31649.3,Send Money,Delhi,15,Android,0
28729.07,Send Money,Mumbai,23,Android,0
44170.24,Bill Payment,Delhi,9,iOS,0
48351.75,Bill Payment,Kolkata,11,Android,0
35514.09,Send Money,Delhi,11,iOS,0
7244.39,Bill Payment,Delhi,0,Android,0
6973.55,Merchant Payment,Chennai,11,iOS,0
42407.43,Bill Payment,Delhi,0,iOS,0
25927.17,Send Money,Hyderabad,22,Android,0
8238.72,Send Money,Hyderabad,14,Android,0
47627.04,Send Money,Chennai,10,Android,0
13358.38,Merchant Payment,Bangalore,7,iOS,0
29239.95,Merchant Payment,Chennai,16,Android,0
35044.38,Merchant Payment,Kolkata,5,Android,0
36693.24,Merchant Payment,Chennai,19,iOS,0
32062.93,Send Money,Kolkata,6,Android,0
30007.56,Bill Payment,Delhi,8,iOS,0
29775.17,Bill Payment,Kolkata,15,iOS,0
45886.4,Bill Payment,Delhi,7,iOS,0
36135.61,Bill Payment,Kolkata,21,Android,0
1779.68,Send Money,Chennai,2,iOS,0
11549.66,Bill Payment,Chennai,7,iOS,0
13095.96,Send Money,Chennai,1,Android,0
17901.08,Bill Payment,Mumbai,14,iOS,0
26223.9,Merchant Payment,Delhi,1,Android,0
36424.23,Merchant Payment,Bangalore,8,iOS,0
37207.66,Send Money,Chennai,15,Android,0
3118.57,Merchant Payment,Delhi,8,iOS,0
42830.4,Bill Payment,Chennai,20,iOS,0
16880.81,Send Money,Chennai,8,Android,0
22802.7,Send Money,Mumbai,2,Android,0
31523.61,Bill Payment,Delhi,8,iOS,0
31363.7,Bill Payment,Kolkata,21,iOS,0
260.11,Merchant Payment,Mumbai,1,Android,0
12592.68,Send Money,Delhi,0,Android,0
23563.46,Bill Payment,Mumbai,4,iOS,0
43276.69,Bill Payment,Hyderabad,8,iOS,0
28992.54,Send Money,Hyderabad,5,iOS,0
10502.58,Bill Payment,Delhi,8,Android,0
44816.35,Bill Payment,Hyderabad,10,Android,0
35920.63,Send Money,Chennai,19,iOS,0
15058.66,Merchant Payment,Bangalore,8,iOS,0
16357.9,Bill Payment,Delhi,10,Android,0
20346.19,Merchant Payment,Mumbai,12,Android,0
49092.39,Send Money,Hyderabad,13,Android,1
17179.02,Merchant Payment,Hyderabad,20,iOS,0
7435.23,Send Money,Kolkata,23,iOS,0
18961.56,Send Money,Chennai,3,Android,1
19441.6,Send Money,Hyderabad,19,iOS,0
40926.66,Bill Payment,Delhi,10,iOS,0
28406.73,Bill Payment,Mumbai,22,iOS,0
14328.76,Bill Payment,Kolkata,17,iOS,0
3274.86,Merchant Payment,Bangalore,21,Android,0
44518.35,Send Money,Chennai,7,iOS,0
49346.26,Send Money,Mumbai,16,Android,0
5591.57,Send Money,Hyderabad,1,iOS,0
22562.6,Send Money,Bangalore,0,iOS,0
34309.34,Bill Payment,Chennai,15,iOS,0
8167.87,Send Money,Chennai,7,iOS,0
37218.71,Merchant Payment,Bangalore,20,Android,0
43244.72,Merchant Payment,Bangalore,23,iOS,0
4775.53,Bill Payment,Kolkata,3,iOS,0
19296.91,Send Money,Kolkata,12,iOS,0
4277.69,Send Money,Chennai,17,Android,0
4075.12,Send Money,Hyderabad,6,Android,0
25387.68,Merchant Payment,Hyderabad,21,Android,0
13247.68,Send Money,Mumbai,23,iOS,0
42224.35,Send Money,Hyderabad,9,iOS,0
11120.67,Bill Payment,Kolkata,14,Android,0
25329.32,Send Money,Kolkata,19,Android,0
21370.96,Send Money,Hyderabad,22,iOS,0
13957.92,Bill Payment,Kolkata,12,iOS,0
39848.33,Bill Payment,Bangalore,20,Android,0
25542.17,Send Money,Kolkata,15,Android,0
48929.39,Bill Payment,Bangalore,0,iOS,0
6409.62,Send Money,Delhi,11,iOS,0
1022.6,Send Money,Mumbai,9,Android,0
47564.74,Merchant Payment,Kolkata,2,Android,0
5210.55,Merchant Payment,Chennai,16,iOS,0
12257.74,Merchant Payment,Kolkata,1,Android,1
16017.07,Bill Payment,Bangalore,21,Android,0
49189.93,Merchant Payment,Kolkata,10,Android,0
15909.33,Send Money,Delhi,4,iOS,0
14718.99,Send Money,Hyderabad,7,Android,0
23473.72,Merchant Payment,Hyderabad,17,iOS,0
12403.5,Merchant Payment,Chennai,6,Android,0
27919.66,Bill Payment,Kolkata,10,iOS,0
19746.15,Merchant Payment,Kolkata,9,iOS,0
26478.12,Bill Payment,Kolkata,9,Android,0
40504.62,Bill Payment,Bangalore,17,Android,0
28480.63,Bill Payment,Delhi,23,Android,0
8677.63,Send Money,Bangalore,23,Android,0
25595.35,Bill Payment,Delhi,13,Android,0
19453.46,Bill Payment,Bangalore,3,iOS,0
33598.57,Merchant Payment,Chennai,9,Android,0
28262.72,Merchant Payment,Mumbai,17,iOS,0
40178.34,Send Money,Mumbai,20,Android,0
14549.05,Send Money,Bangalore,10,iOS,0
26790.16,Merchant Payment,Mumbai,4,iOS,0
43129.04,Bill Payment,Chennai,7,Android,0
46815.39,Send Money,Delhi,17,Android,0
42834.52,Merchant Payment,Chennai,9,iOS,0
44926.6,Merchant Payment,Kolkata,14,iOS,0
7464.78,Merchant Payment,Mumbai,8,Android,0
34564.67,Merchant Payment,Delhi,9,Android,0
47826.66,Send Money,Kolkata,15,Android,0
516.54,Merchant Payment,Delhi,10,iOS,0
35624.05,Send Money,Kolkata,18,Android,0
29294.34,Bill Payment,Bangalore,3,Android,0
40497.58,Send Money,Kolkata,3,Android,1
23395.27,Bill Payment,Hyderabad,21,iOS,0
17196.43,Send Money,Chennai,4,iOS,0
7916.32,Merchant Payment,Kolkata,22,iOS,0
1362.52,Send Money,Hyderabad,16,Android,0
12876.73,Send Money,Hyderabad,16,iOS,0
28580.06,Send Money,Mumbai,14,iOS,0
15184.22,Send Money,Chennai,20,Android,0
45906.46,Bill Payment,Mumbai,21,iOS,0
7528.3,Merchant Payment,Mumbai,8,Android,0
18090.01,Send Money,Chennai,13,Android,0
42598.22,Merchant Payment,Delhi,22,iOS,0
952.81,Merchant Payment,Delhi,11,iOS,0
8638.34,Send Money,Mumbai,10,Android,0
47457.46,Bill Payment,Hyderabad,12,Android,0
27227.64,Bill Payment,Mumbai,6,Android,0
13341.18,Merchant Payment,Kolkata,20,iOS,0
7432.92,Merchant Payment,Mumbai,2,iOS,0
37051.98,Merchant Payment,Hyderabad,17,Android,0
20813.67,Bill Payment,Chennai,3,Android,0
9951.31,Send Money,Bangalore,13,Android,0
26508.48,Bill Payment,Delhi,14,Android,0
7898.99,Merchant Payment,Kolkata,2,iOS,0
118.72,Merchant Payment,Kolkata,21,Android,0
17892.25,Bill Payment,Mumbai,2,Android,0
17569.03,Merchant Payment,Bangalore,16,Android,0
28955.12,Send Money,Kolkata,9,Android,0
47133.78,Merchant Payment,Mumbai,8,iOS,0
9684.46,Merchant Payment,Delhi,3,iOS,0
6882.9,Bill Payment,Chennai,4,Android,0
34476.31,Send Money,Bangalore,21,Android,0
35000.33,Merchant Payment,Mumbai,17,iOS,0
43691.98,Bill Payment,Chennai,13,iOS,0
4214.21,Send Money,Delhi,3,iOS,0
38714.35,Bill Payment,Mumbai,7,iOS,0
49282.21,Send Money,Kolkata,2,Android,1
4821.04,Bill Payment,Chennai,5,iOS,0
11954.34,Send Money,Delhi,10,iOS,0
36134.75,Send Money,Delhi,10,Android,1
37130.13,Bill Payment,Chennai,11,iOS,0
42152.28,Send Money,Kolkata,14,iOS,0
28460.5,Merchant Payment,Hyderabad,12,Android,0
31967.04,Merchant Payment,Hyderabad,7,Android,0
47029.43,Bill Payment,Hyderabad,16,Android,0
36642.63,Bill Payment,Hyderabad,20,Android,0
14240.37,Merchant Payment,Bangalore,23,iOS,0
1253.75,Merchant Payment,Kolkata,10,Android,0
29110.31,Bill Payment,Kolkata,4,Android,0
23886.68,Merchant Payment,Chennai,22,Android,0
9146.83,Bill Payment,Bangalore,2,iOS,0
39735.15,Send Money,Mumbai,16,iOS,0
21459.72,Merchant Payment,Kolkata,12,Android,0
39373.44,Bill Payment,Chennai,9,Android,0
5789.53,Bill Payment,Delhi,0,iOS,0
20506.36,Merchant Payment,Bangalore,19,iOS,0
2722.42,Bill Payment,Chennai,19,iOS,0
8566.33,Send Money,Delhi,15,iOS,0
16118.61,Bill Payment,Hyderabad,17,iOS,0
48173.21,Bill Payment,Hyderabad,6,Android,0
33136.24,Merchant Payment,Chennai,0,iOS,0
41137.55,Merchant Payment,Hyderabad,17,Android,0
42696.35,Bill Payment,Delhi,8,Android,0
22902.99,Send Money,Bangalore,7,iOS,1
8696.6,Bill Payment,Mumbai,12,iOS,0
44160.42,Send Money,Hyderabad,4,Android,1
33033.13,Send Money,Kolkata,4,Android,0
3706.0,Merchant Payment,Chennai,11,iOS,0
10137.97,Bill Payment,Bangalore,14,iOS,0
13244.11,Bill Payment,Bangalore,0,iOS,0
31996.7,Merchant Payment,Hyderabad,6,Android,0
46947.32,Bill Payment,Kolkata,19,Android,0
4871.23,Send Money,Delhi,8,Android,0
12017.57,Merchant Payment,Bangalore,8,Android,0
21135.47,Merchant Payment,Mumbai,18,Android,0
29357.47,Bill Payment,Hyderabad,22,iOS,0
8282.4,Bill Payment,Chennai,6,iOS,0
11560.68,Merchant Payment,Hyderabad,17,Android,0
30087.62,Bill Payment,Hyderabad,5,iOS,0
4621.19,Merchant Payment,Kolkata,14,iOS,0
21827.25,Send Money,Mumbai,15,iOS,0
32102.36,Merchant Payment,Kolkata,12,iOS,0
22249.63,Send Money,Bangalore,1,Android,0
35239.48,Send Money,Kolkata,8,Android,0
14957.72,Merchant Payment,Mumbai,16,iOS,0
48539.03,Send Money,Kolkata,6,Android,0
11341.39,Bill Payment,Hyderabad,19,Android,0
44011.18,Bill Payment,Bangalore,20,Android,0
45277.17,Send Money,Mumbai,15,Android,0
15664.61,Merchant Payment,Mumbai,17,iOS,0
27622.05,Merchant Payment,Kolkata,19,iOS,0
15223.32,Bill Payment,Delhi,23,iOS,0
8027.59,Bill Payment,Kolkata,1,iOS,0
44979.98,Send Money,Delhi,13,iOS,0
46174.63,Bill Payment,Delhi,23,Android,0
37221.28,Bill Payment,Hyderabad,1,Android,0
27242.19,Merchant Payment,Delhi,13,Android,0
15690.03,Bill Payment,Kolkata,6,iOS,0
18523.75,Send Money,Delhi,21,iOS,0
20898.26,Send Money,Mumbai,23,Android,0
12820.79,Send Money,Mumbai,8,iOS,0
2477.88,Send Money,Kolkata,17,Android,0
45827.96,Bill Payment,Chennai,22,iOS,0
3916.65,Bill Payment,Bangalore,11,iOS,0
5556.06,Merchant Payment,Delhi,22,iOS,0
5185.39,Bill Payment,Hyderabad,21,Android,0
44984.45,Merchant Payment,Mumbai,22,Android,0
34237.64,Bill Payment,Chennai,16,iOS,0
4793.89,Bill Payment,Chennai,9,iOS,0
33676.25,Send Money,Hyderabad,6,Android,0
45458.41,Send Money,Delhi,8,Android,0
49888.7,Send Money,Delhi,10,iOS,1
33593.05,Merchant Payment,Kolkata,19,iOS,0
14235.78,Send Money,Kolkata,15,iOS,0
42780.48,Bill Payment,Chennai,23,iOS,0
10693.55,Merchant Payment,Delhi,16,Android,0
14393.47,Merchant Payment,Mumbai,22,iOS,0
23327.05,Merchant Payment,Mumbai,22,Android,0
24755.19,Merchant Payment,Mumbai,18,iOS,0
25459.54,Bill Payment,Kolkata,14,iOS,0
20564.39,Merchant Payment,Bangalore,10,Android,0
31254.7,Send Money,Hyderabad,0,iOS,0
21031.38,Send Money,Hyderabad,18,iOS,0
21337.22,Send Money,Bangalore,1,iOS,0
46675.53,Merchant Payment,Bangalore,23,iOS,0
18016.75,Send Money,Bangalore,2,iOS,0
44778.42,Bill Payment,Hyderabad,20,Android,0
1382.54,Bill Payment,Mumbai,23,iOS,0
32839.37,Merchant Payment,Bangalore,14,iOS,0
23655.01,Send Money,Bangalore,5,iOS,1
20441.95,Bill Payment,Chennai,9,iOS,0
18807.93,Merchant Payment,Delhi,10,iOS,0
37967.23,Send Money,Bangalore,0,iOS,1
25364.61,Bill Payment,Kolkata,7,Android,0
34212.63,Bill Payment,Bangalore,8,Android,0
23660.63,Send Money,Mumbai,10,Android,0
31484.31,Merchant Payment,Hyderabad,4,Android,0
18008.62,Merchant Payment,Bangalore,10,iOS,0
24602.41,Send Money,Delhi,2,Android,1
48725.73,Bill Payment,Delhi,8,iOS,0
45927.17,Merchant Payment,Kolkata,15,iOS,0
30445.62,Bill Payment,Bangalore,16,Android,0
6751.64,Bill Payment,Bangalore,11,Android,0
44971.72,Bill Payment,Hyderabad,15,iOS,0
19417.23,Send Money,Bangalore,13,iOS,0
49233.65,Send Money,Bangalore,16,iOS,0
47440.14,Bill Payment,Hyderabad,5,Android,0
38703.8,Send Money,Bangalore,16,Android,0
30007.26,Merchant Payment,Delhi,9,Android,0
47222.99,Bill Payment,Kolkata,6,Android,0
36010.69,Bill Payment,Hyderabad,7,iOS,0
31196.89,Send Money,Delhi,20,Android,0
29118.75,Bill Payment,Kolkata,19,iOS,0
37775.85,Send Money,Hyderabad,21,iOS,0
26567.7,Merchant Payment,Chennai,6,Android,0
46890.63,Merchant Payment,Bangalore,14,Android,0
4046.32,Send Money,Delhi,20,iOS,0
7544.72,Bill Payment,Kolkata,3,iOS,0
8756.65,Bill Payment,Kolkata,10,Android,0
36842.49,Send Money,Hyderabad,11,iOS,0
45813.47,Merchant Payment,Bangalore,2,iOS,0
43282.28,Merchant Payment,Bangalore,2,iOS,1
18782.29,Bill Payment,Hyderabad,22,Android,0
24916.08,Send Money,Kolkata,3,iOS,0
25506.14,Send Money,Chennai,4,iOS,0
20485.63,Send Money,Bangalore,14,iOS,0
14479.22,Merchant Payment,Chennai,19,iOS,0
45862.81,Send Money,Delhi,18,iOS,0
46726.06,Merchant Payment,Chennai,7,iOS,0
32425.33,Send Money,Hyderabad,20,Android,0
37257.76,Merchant Payment,Delhi,13,Android,0
23632.29,Merchant Payment,Mumbai,12,Android,0
48465.99,Merchant Payment,Hyderabad,13,iOS,0
21474.5,Send Money,Chennai,15,Android,1
37231.55,Merchant Payment,Mumbai,22,iOS,0
39507.7,Send Money,Kolkata,19,Android,0
32974.58,Merchant Payment,Delhi,1,iOS,0
47936.39,Merchant Payment,Mumbai,21,Android,0
16908.25,Bill Payment,Delhi,17,iOS,0
47645.3,Merchant Payment,Mumbai,11,Android,0
5567.04,Send Money,Delhi,15,iOS,0
9063.03,Merchant Payment,Delhi,5,Android,0
40254.56,Bill Payment,Kolkata,6,iOS,0
49340.25,Bill Payment,Delhi,3,iOS,0
14393.04,Bill Payment,Hyderabad,1,iOS,0
580.85,Bill Payment,Kolkata,1,Android,0
38754.14,Send Money,Hyderabad,14,iOS,0
11285.58,Bill Payment,Kolkata,21,iOS,0
6217.57,Bill Payment,Chennai,18,Android,0
6641.5,Bill Payment,Hyderabad,11,iOS,0
11553.1,Merchant Payment,Kolkata,14,Android,0
49992.22,Send Money,Hyderabad,21,iOS,0
1254.36,Send Money,Kolkata,21,Android,0
31526.63,Send Money,Chennai,0,iOS,0
39597.83,Send Money,Hyderabad,23,Android,1
25191.56,Bill Payment,Delhi,6,iOS,0
41309.33,Send Money,Delhi,5,Android,1
8876.32,Merchant Payment,Mumbai,23,iOS,0
34312.05,Merchant Payment,Mumbai,2,Android,0
19617.34,Bill Payment,Mumbai,11,Android,0
40480.17,Merchant Payment,Delhi,18,Android,0
44360.63,Bill Payment,Hyderabad,4,iOS,0
49829.13,Merchant Payment,Delhi,5,Android,1
27427.05,Bill Payment,Delhi,6,Android,0
35705.38,Bill Payment,Hyderabad,1,iOS,0
173.74,Bill Payment,Chennai,6,iOS,0
42213.93,Send Money,Delhi,21,Android,0
22358.48,Merchant Payment,Kolkata,23,Android,0
20290.73,Bill Payment,Kolkata,23,Android,0
18677.25,Merchant Payment,Delhi,2,iOS,0
16808.35,Bill Payment,Chennai,23,iOS,0
48993.18,Send Money,Delhi,7,iOS,0
12050.73,Merchant Payment,Kolkata,9,Android,0
41607.41,Send Money,Kolkata,2,Android,1
29198.08,Merchant Payment,Chennai,7,Android,0
32378.57,Merchant Payment,Delhi,17,iOS,0
319.63,Merchant Payment,Mumbai,15,iOS,0
9218.56,Send Money,Bangalore,21,Android,0
5141.18,Bill Payment,Mumbai,5,Android,0
8065.83,Bill Payment,Kolkata,18,Android,0
47021.85,Send Money,Bangalore,10,Android,0
24018.35,Merchant Payment,Chennai,10,Android,0
37974.89,Merchant Payment,Hyderabad,13,iOS,0
20538.63,Bill Payment,Chennai,17,iOS,0
30402.88,Send Money,Delhi,4,iOS,0
7170.15,Merchant Payment,Delhi,3,Android,0
21272.32,Bill Payment,Chennai,14,iOS,0
20512.1,Merchant Payment,Kolkata,17,iOS,0
20812.55,Bill Payment,Kolkata,5,Android,0
38128.14,Send Money,Bangalore,19,iOS,0
26222.06,Bill Payment,Delhi,2,Android,0
20363.6,Send Money,Chennai,20,Android,0
26167.22,Bill Payment,Hyderabad,22,Android,0
29525.58,Merchant Payment,Bangalore,15,iOS,0
27610.59,Merchant Payment,Chennai,21,Android,0
7294.53,Merchant Payment,Bangalore,12,iOS,0
43026.72,Send Money,Hyderabad,2,Android,0
36481.53,Send Money,Kolkata,8,iOS,0
32825.0,Send Money,Delhi,6,iOS,0
41794.81,Merchant Payment,Mumbai,19,Android,0
42548.5,Bill Payment,Mumbai,8,Android,0
5335.87,Merchant Payment,Delhi,15,Android,0
525.62,Send Money,Bangalore,10,iOS,0
49884.0,Bill Payment,Mumbai,20,iOS,0
23910.05,Merchant Payment,Bangalore,4,iOS,0
38288.26,Merchant Payment,Kolkata,16,iOS,0
30993.45,Send Money,Bangalore,9,iOS,0
41340.95,Bill Payment,Mumbai,9,Android,0
4060.3,Send Money,Hyderabad,15,Android,0
5974.81,Send Money,Delhi,14,iOS,0
37380.58,Bill Payment,Delhi,17,Android,1
42969.12,Merchant Payment,Chennai,7,Android,0
5080.6,Merchant Payment,Delhi,15,iOS,0
18210.18,Bill Payment,Chennai,10,Android,0
9220.84,Send Money,Mumbai,18,Android,0
4819.69,Merchant Payment,Delhi,12,Android,0
19263.37,Bill Payment,Mumbai,20,iOS,0
26432.28,Bill Payment,Delhi,10,Android,0
18313.78,Send Money,Mumbai,5,Android,1
36598.26,Merchant Payment,Kolkata,3,iOS,1
4072.88,Merchant Payment,Bangalore,21,Android,0
42116.16,Merchant Payment,Delhi,11,iOS,0
25932.29,Send Money,Chennai,3,Android,1
36786.18,Send Money,Delhi,11,iOS,1
16462.96,Bill Payment,Delhi,2,Android,0
3836.88,Send Money,Chennai,23,Android,0
39143.32,Bill Payment,Kolkata,2,iOS,1
15739.96,Merchant Payment,Delhi,1,iOS,0
37810.6,Send Money,Hyderabad,11,Android,1
35910.58,Merchant Payment,Mumbai,11,Android,0
48970.11,Bill Payment,Chennai,0,iOS,1
892.14,Send Money,Kolkata,8,iOS,0
9823.73,Bill Payment,Chennai,12,iOS,0
19842.32,Merchant Payment,Mumbai,17,Android,1
27084.17,Merchant Payment,Mumbai,16,Android,0
29170.21,Merchant Payment,Bangalore,12,Android,0
21536.7,Bill Payment,Chennai,17,Android,0
27344.27,Bill Payment,Kolkata,14,Android,0
29662.9,Bill Payment,Kolkata,8,Android,0
23732.12,Bill Payment,Mumbai,9,Android,0
2121.47,Bill Payment,Bangalore,9,Android,0
30943.91,Bill Payment,Delhi,14,Android,0
44044.12,Bill Payment,Hyderabad,4,iOS,0
31434.98,Send Money,Chennai,7,Android,0
12382.91,Merchant Payment,Hyderabad,7,iOS,0
3589.14,Merchant Payment,Chennai,6,Android,0
27989.79,Bill Payment,Chennai,8,iOS,0
12116.0,Bill Payment,Mumbai,20,iOS,0
12618.08,Send Money,Bangalore,13,iOS,0
3065.12,Bill Payment,Chennai,3,Android,0
38505.66,Merchant Payment,Kolkata,3,Android,0
42738.99,Merchant Payment,Delhi,7,iOS,0
21853.68,Send Money,Kolkata,8,iOS,0
28555.32,Merchant Payment,Bangalore,4,iOS,0
30839.08,Bill Payment,Kolkata,10,Android,0
13094.13,Merchant Payment,Bangalore,4,Android,0
34718.32,Merchant Payment,Chennai,22,iOS,0
16140.57,Merchant Payment,Hyderabad,19,iOS,0
25483.99,Merchant Payment,Mumbai,20,iOS,0
16547.93,Merchant Payment,Kolkata,7,Android,0
13554.71,Send Money,Hyderabad,19,iOS,0
26274.51,Bill Payment,Mumbai,16,Android,0
18744.09,Merchant Payment,Mumbai,0,Android,0
2163.93,Send Money,Kolkata,10,Android,0
15242.78,Bill Payment,Bangalore,8,iOS,0
37328.79,Send Money,Bangalore,12,Android,0
16069.88,Bill Payment,Mumbai,3,Android,0
43569.44,Send Money,Chennai,15,iOS,0
36116.06,Merchant Payment,Bangalore,12,Android,0
400.41,Send Money,Bangalore,17,Android,0
37638.22,Bill Payment,Kolkata,9,Android,0
40880.58,Bill Payment,Mumbai,22,iOS,0
21471.72,Send Money,Bangalore,11,iOS,0
22816.5,Bill Payment,Bangalore,16,Android,0
18372.05,Bill Payment,Delhi,12,iOS,0
29399.75,Send Money,Chennai,7,Android,0
9028.73,Bill Payment,Mumbai,22,Android,0
37012.01,Send Money,Delhi,5,iOS,1
2808.53,Merchant Payment,Hyderabad,5,Android,0
14956.32,Send Money,Chennai,3,Android,0
30679.93,Bill Payment,Kolkata,4,Android,0
2605.65,Merchant Payment,Mumbai,17,iOS,0
34539.08,Bill Payment,Delhi,16,iOS,0
10986.77,Merchant Payment,Chennai,1,Android,0
24075.46,Merchant Payment,Bangalore,5,iOS,0
47275.78,Merchant Payment,Chennai,0,iOS,0
42971.5,Bill Payment,Delhi,9,iOS,0
4238.84,Merchant Payment,Delhi,5,iOS,0
35006.81,Send Money,Delhi,7,Android,0
32988.51,Bill Payment,Hyderabad,17,iOS,0
855.38,Bill Payment,Hyderabad,9,Android,0
41687.39,Merchant Payment,Bangalore,10,Android,0
37821.04,Bill Payment,Bangalore,13,Android,0
23906.88,Bill Payment,Chennai,6,Android,0
25981.45,Merchant Payment,Mumbai,13,Android,0
19696.95,Merchant Payment,Mumbai,19,iOS,0
35815.01,Send Money,Kolkata,5,iOS,0
40512.44,Bill Payment,Bangalore,6,Android,0
30431.81,Merchant Payment,Delhi,9,Android,0
38743.2,Merchant Payment,Hyderabad,14,iOS,0
47885.77,Merchant Payment,Delhi,23,iOS,0
31639.0,Merchant Payment,Bangalore,12,iOS,0
14075.08,Bill Payment,Kolkata,17,iOS,0
15100.22,Merchant Payment,Delhi,22,Android,0
307.39,Merchant Payment,Delhi,22,iOS,0
33954.39,Send Money,Mumbai,19,Android,0
16734.18,Merchant Payment,Delhi,7,Android,0
25856.64,Merchant Payment,Mumbai,14,iOS,0
19912.59,Send Money,Mumbai,14,Android,0
2566.53,Merchant Payment,Hyderabad,2,iOS,0
33921.34,Send Money,Kolkata,5,Android,0
27534.0,Send Money,Bangalore,10,Android,0
16507.84,Send Money,Hyderabad,1,Android,0
39824.33,Send Money,Delhi,9,iOS,0
42997.82,Merchant Payment,Chennai,17,iOS,0
38089.57,Send Money,Delhi,22,Android,1
25249.4,Send Money,Hyderabad,19,iOS,0
3723.75,Send Money,Hyderabad,12,iOS,0
15209.16,Merchant Payment,Kolkata,7,Android,0
30717.81,Send Money,Kolkata,0,Android,1
23858.96,Bill Payment,Bangalore,15,Android,0
19355.75,Bill Payment,Kolkata,0,iOS,1
39897.16,Merchant Payment,Kolkata,4,iOS,1
4070.38,Merchant Payment,Delhi,20,Android,0
32988.33,Merchant Payment,Mumbai,2,Android,0
49076.72,Bill Payment,Hyderabad,23,Android,0
44583.4,Merchant Payment,Bangalore,0,Android,0
36776.37,Merchant Payment,Delhi,10,Android,0
22801.37,Send Money,Chennai,16,Android,0
28902.46,Bill Payment,Kolkata,16,iOS,0
48273.78,Bill Payment,Delhi,17,iOS,0
4034.36,Send Money,Delhi,3,Android,0
6866.23,Bill Payment,Delhi,7,Android,0
11896.4,Bill Payment,Chennai,19,Android,0
26821.88,Merchant Payment,Kolkata,19,Android,0
37051.5,Send Money,Mumbai,7,iOS,0
39334.42,Send Money,Kolkata,18,iOS,0
18194.09,Merchant Payment,Chennai,5,iOS,0
18236.88,Merchant Payment,Delhi,0,Android,0
44841.98,Send Money,Mumbai,21,Android,1
7246.01,Merchant Payment,Chennai,14,iOS,0
40296.48,Send Money,Hyderabad,23,iOS,0
14029.3,Merchant Payment,Delhi,12,Android,0
30830.93,Send Money,Delhi,14,Android,1
8643.04,Bill Payment,Chennai,19,iOS,0
41763.93,Send Money,Kolkata,12,iOS,0
14529.58,Send Money,Delhi,9,iOS,0
38440.26,Send Money,Bangalore,9,iOS,0
12468.55,Send Money,Mumbai,9,Android,0
46521.49,Bill Payment,Mumbai,9,Android,0
17432.91,Bill Payment,Mumbai,9,Android,0
11119.62,Merchant Payment,Kolkata,5,iOS,0
20772.09,Merchant Payment,Bangalore,22,Android,0
33997.81,Send Money,Mumbai,13,Android,0
48264.95,Bill Payment,Bangalore,17,iOS,0
18007.9,Merchant Payment,Delhi,6,Android,0
49734.2,Merchant Payment,Chennai,1,iOS,0
13046.53,Bill Payment,Hyderabad,23,iOS,0
33057.26,Merchant Payment,Hyderabad,6,Android,0
